name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,ROI
Man on Fire,R,Action,2004,"April 23, 2004 (United States)",7.7,336000.0,Tony Scott,A.J. Quinnell,Denzel Washington,United States,70000000.0,130834852.0,Fox 2000 Pictures,146.0,0.8690693142857143
13 Going on 30,PG-13,Comedy,2004,"April 23, 2004 (United States)",6.2,174000.0,Gary Winick,Josh Goldsmith,Jennifer Garner,United States,37000000.0,96455697.0,Revolution Studios,98.0,1.6069107297297298
Shrek 2,PG,Animation,2004,"May 19, 2004 (United States)",7.2,431000.0,Andrew Adamson,William Steig,Mike Myers,United States,150000000.0,928760770.0,Dreamworks Pictures,93.0,5.191738466666667
Crash,R,Crime,2004,"May 6, 2005 (United States)",7.7,424000.0,Paul Haggis,Paul Haggis,Don Cheadle,United States,6500000.0,98410061.0,Bob Yari Productions,112.0,14.140009384615384
The Bourne Supremacy,PG-13,Action,2004,"July 23, 2004 (United States)",7.7,443000.0,Paul Greengrass,Robert Ludlum,Matt Damon,United States,75000000.0,290835269.0,Universal Pictures,108.0,2.8778035866666665
Dawn of the Dead,R,Action,2004,"March 19, 2004 (United States)",7.3,243000.0,Zack Snyder,George A. Romero,Sarah Polley,United States,26000000.0,102278712.0,Strike Entertainment,101.0,2.9337966153846153
The Passion of the Christ,R,Drama,2004,"February 25, 2004 (United States)",7.2,221000.0,Mel Gibson,Benedict Fitzgerald,Jim Caviezel,United States,30000000.0,612054506.0,Icon Productions,127.0,19.401816866666667
Resident Evil: Apocalypse,R,Action,2004,"September 10, 2004 (United States)",6.2,190000.0,Alexander Witt,Paul W.S. Anderson,Milla Jovovich,Germany,45000000.0,129342769.0,Screen Gems,94.0,1.8742837555555556
Hellboy,PG-13,Action,2004,"April 2, 2004 (United States)",6.8,312000.0,Guillermo del Toro,Guillermo del Toro,Ron Perlman,United States,66000000.0,99378985.0,Revolution Studios,122.0,0.505742196969697
Anchorman: The Legend of Ron Burgundy,PG-13,Comedy,2004,"July 9, 2004 (United States)",7.2,337000.0,Adam McKay,Will Ferrell,Will Ferrell,United States,26000000.0,90709367.0,Dreamworks Pictures,94.0,2.488821807692308
Walking Tall,PG-13,Action,2004,"April 2, 2004 (United States)",6.3,72000.0,Kevin Bray,Mort Briskin,Dwayne Johnson,United States,46000000.0,57223890.0,Metro-Goldwyn-Mayer (MGM),86.0,0.24399760869565218
The Life Aquatic with Steve Zissou,R,Action,2004,"December 25, 2004 (United States)",7.3,185000.0,Wes Anderson,Wes Anderson,Bill Murray,United States,50000000.0,34809623.0,Touchstone Pictures,119.0,-0.30380754
A Series of Unfortunate Events,PG,Adventure,2004,"December 17, 2004 (United States)",6.8,199000.0,Brad Silberling,Robert Gordon,Jim Carrey,Germany,140000000.0,211468235.0,Paramount Pictures,108.0,0.5104873928571428
The Machinist,R,Drama,2004,"December 3, 2004 (United States)",7.7,366000.0,Brad Anderson,Scott Kosar,Christian Bale,Spain,5000000.0,8203235.0,Filmax Group,101.0,0.640647
The Phantom of the Opera,PG-13,Drama,2004,"December 10, 2004 (United Kingdom)",7.2,118000.0,Joel Schumacher,Gaston Leroux,Gerard Butler,United Kingdom,70000000.0,154649125.0,Warner Bros.,143.0,1.2092732142857143
Closer,R,Drama,2004,"December 3, 2004 (United States)",7.2,207000.0,Mike Nichols,Patrick Marber,Natalie Portman,United States,27000000.0,115505027.0,Columbia Pictures,104.0,3.277963962962963
National Treasure,PG,Action,2004,"November 19, 2004 (United States)",6.9,311000.0,Jon Turteltaub,Jim Kouf,Nicolas Cage,United States,100000000.0,347512318.0,Walt Disney Pictures,131.0,2.47512318
Alexander,R,Action,2004,"November 24, 2004 (United States)",5.6,165000.0,Oliver Stone,Oliver Stone,Colin Farrell,United States,155000000.0,167298192.0,Warner Bros.,175.0,0.07934317419354839
The Chronicles of Riddick,R,Action,2004,"June 11, 2004 (United States)",6.7,218000.0,David Twohy,Jim Wheat,Vin Diesel,United States,105000000.0,115900534.0,Universal Pictures,119.0,0.10381460952380953
The Manchurian Candidate,R,Drama,2004,"July 30, 2004 (United States)",6.6,107000.0,Jonathan Demme,Richard Condon,Denzel Washington,United States,80000000.0,96105910.0,Paramount Pictures,129.0,0.201323875
King Arthur,PG-13,Action,2004,"July 7, 2004 (United States)",6.3,162000.0,Antoine Fuqua,David Franzoni,Clive Owen,United States,120000000.0,203567857.0,Touchstone Pictures,126.0,0.6963988083333333
Ocean's Twelve,PG-13,Crime,2004,"December 10, 2004 (United States)",6.5,367000.0,Steven Soderbergh,George Nolfi,George Clooney,United States,110000000.0,362744280.0,Warner Bros.,125.0,2.2976752727272727
Harold & Kumar Go to White Castle,R,Adventure,2004,"July 30, 2004 (United States)",7.0,185000.0,Danny Leiner,Jon Hurwitz,John Cho,United States,9000000.0,23936908.0,Endgame Entertainment,88.0,1.6596564444444444
Blade: Trinity,R,Action,2004,"December 8, 2004 (United States)",5.8,169000.0,David S. Goyer,David S. Goyer,Wesley Snipes,United States,65000000.0,131977904.0,New Line Cinema,113.0,1.0304292923076923
Alien vs. Predator,PG-13,Action,2004,"August 13, 2004 (United States)",5.6,188000.0,Paul W.S. Anderson,Dan O'Bannon,Sanaa Lathan,United States,60000000.0,177427090.0,Twentieth Century Fox,101.0,1.9571181666666666
Meet the Fockers,PG-13,Comedy,2004,"December 22, 2004 (United States)",6.3,257000.0,Jay Roach,Greg Glienna,Ben Stiller,United States,80000000.0,522657936.0,Universal Pictures,115.0,5.5332242
Sideways,R,Comedy,2004,"October 22, 2004 (United States)",7.5,183000.0,Alexander Payne,Rex Pickett,Paul Giamatti,United States,16000000.0,109706931.0,Fox Searchlight Pictures,127.0,5.8566831875
Friday Night Lights,PG-13,Action,2004,"October 8, 2004 (United States)",7.2,60000.0,Peter Berg,Buzz Bissinger,Billy Bob Thornton,Germany,30000000.0,61950770.0,Universal Pictures,118.0,1.0650256666666666
Starsky & Hutch,PG-13,Comedy,2004,"March 5, 2004 (United States)",6.1,141000.0,Todd Phillips,William Blinn,Ben Stiller,United States,60000000.0,170268750.0,Dimension Films,101.0,1.8378125
Shark Tale,PG,Animation,2004,"October 1, 2004 (United States)",6.0,171000.0,Bibo Bergeron,Michael J. Wilson,Will Smith,United States,75000000.0,374583879.0,DreamWorks Animation,90.0,3.99445172
Before Sunset,R,Drama,2004,"July 30, 2004 (United States)",8.1,244000.0,Richard Linklater,Richard Linklater,Ethan Hawke,United States,2700000.0,15936507.0,Warner Independent Pictures (WIP),80.0,4.90241
Ella Enchanted,PG,Comedy,2004,"April 9, 2004 (United States)",6.3,64000.0,Tommy O'Haver,Laurie Craig,Anne Hathaway,United States,31000000.0,27388767.0,Miramax,96.0,-0.11649138709677419
Primer,PG-13,Drama,2004,"May 27, 2005 (Spain)",6.9,101000.0,Shane Carruth,Shane Carruth,Shane Carruth,United States,7000.0,545436.0,ERBP,77.0,76.91942857142857
A Cinderella Story,PG,Comedy,2004,"July 16, 2004 (United States)",5.9,83000.0,Mark Rosman,Leigh Dunlap,Hilary Duff,United States,19000000.0,70067909.0,Warner Bros.,95.0,2.687784684210526
Along Came Polly,PG-13,Comedy,2004,"January 16, 2004 (United States)",6.0,129000.0,John Hamburg,John Hamburg,Ben Stiller,United States,42000000.0,178311729.0,Universal Pictures,90.0,3.245517357142857
The SpongeBob SquarePants Movie,PG,Animation,2004,"November 19, 2004 (United States)",7.1,82000.0,Stephen Hillenburg,Derek Drymon,Tom Kenny,United States,30000000.0,141067127.0,Paramount Pictures,87.0,3.7022375666666667
Scooby-Doo 2: Monsters Unleashed,PG,Adventure,2004,"March 26, 2004 (United States)",5.1,52000.0,Raja Gosnell,William Hanna,Freddie Prinze Jr.,United States,80000000.0,181216833.0,Warner Bros.,93.0,1.2652104125
The Ladykillers,R,Comedy,2004,"March 26, 2004 (United States)",6.2,101000.0,Ethan Coen,Joel Coen,Tom Hanks,United States,35000000.0,76665191.0,Touchstone Pictures,104.0,1.1904340285714285
Hotel Rwanda,PG-13,Biography,2004,"February 4, 2005 (United States)",8.1,340000.0,Terry George,Keir Pearson,Don Cheadle,United Kingdom,17500000.0,33882243.0,United Artists,121.0,0.9361281714285714
Taking Lives,R,Crime,2004,"March 19, 2004 (United States)",6.2,84000.0,D.J. Caruso,Michael Pye,Angelina Jolie,United States,45000000.0,65470529.0,Warner Bros.,103.0,0.45490064444444445
Kung Fu Hustle,R,Action,2004,"April 22, 2005 (United States)",7.7,130000.0,Stephen Chow,Stephen Chow,Stephen Chow,Hong Kong,20000000.0,104882445.0,Columbia Pictures Film Production Asia,99.0,4.24412225
The Perfect Score,PG-13,Comedy,2004,"January 30, 2004 (United States)",5.7,24000.0,Brian Robbins,Marc Hyman,Scarlett Johansson,United States,40000000.0,10898337.0,Paramount Pictures,93.0,-0.727541575
Garden State,R,Comedy,2004,"August 20, 2004 (United States)",7.4,209000.0,Zach Braff,Zach Braff,Zach Braff,United States,2500000.0,35825316.0,Camelot Pictures,102.0,13.3301264
The Princess Diaries 2: Royal Engagement,G,Comedy,2004,"August 11, 2004 (United States)",5.8,76000.0,Garry Marshall,Meg Cabot,Anne Hathaway,United States,40000000.0,134734481.0,Walt Disney Pictures,113.0,2.368362025
Twisted,R,Crime,2004,"February 27, 2004 (United States)",5.3,21000.0,Philip Kaufman,Sarah Thorp,Ashley Judd,Germany,50000000.0,40954603.0,Paramount Pictures,97.0,-0.18090794
Catwoman,PG-13,Action,2004,"July 23, 2004 (United States)",3.4,113000.0,Pitof,Bob Kane,Halle Berry,United States,100000000.0,82102379.0,Warner Bros.,104.0,-0.17897621
Seed of Chucky,R,Comedy,2004,"November 12, 2004 (United States)",4.8,40000.0,Don Mancini,Don Mancini,Jennifer Tilly,United States,12000000.0,24829644.0,Rogue Pictures,87.0,1.069137
2046,R,Drama,2004,"September 29, 2004 (Hong Kong)",7.4,53000.0,Kar-Wai Wong,Kar-Wai Wong,Tony Chiu-Wai Leung,Hong Kong,12000000.0,20205757.0,Jet Tone Production,129.0,0.6838130833333333
Torque,PG-13,Action,2004,"January 16, 2004 (United States)",4.1,27000.0,Joseph Kahn,Matt Johnson,Martin Henderson,United States,40000000.0,46546197.0,Warner Bros.,84.0,0.163654925
Ray,PG-13,Biography,2004,"October 29, 2004 (United States)",7.7,141000.0,Taylor Hackford,Taylor Hackford,Jamie Foxx,United States,40000000.0,123971376.0,Universal Pictures,152.0,2.0992844
Chasing Liberty,PG-13,Comedy,2004,"January 9, 2004 (United States)",6.1,37000.0,Andy Cadiff,Derek Guiley,Mandy Moore,United States,23000000.0,12313323.0,Alcon Entertainment,111.0,-0.4646381304347826
Secret Window,PG-13,Drama,2004,"March 12, 2004 (United States)",6.5,186000.0,David Koepp,Stephen King,Johnny Depp,United States,40000000.0,92913171.0,Grand Slam Productions,96.0,1.322829275
Bride & Prejudice,PG-13,Comedy,2004,"March 11, 2005 (United States)",6.2,20000.0,Gurinder Chadha,Jane Austen,Martin Henderson,United Kingdom,7000000.0,24716440.0,Pathé Pictures International,122.0,2.53092
Finding Neverland,PG,Biography,2004,"December 17, 2004 (United States)",7.7,201000.0,Marc Forster,Allan Knee,Johnny Depp,United States,25000000.0,116650613.0,Miramax,106.0,3.66602452
Team America: World Police,R,Action,2004,"October 15, 2004 (United States)",7.2,162000.0,Trey Parker,Trey Parker,Trey Parker,United States,32000000.0,50826898.0,Paramount Pictures,98.0,0.5883405625
Sleepover,PG,Comedy,2004,"July 9, 2004 (United States)",5.4,16000.0,Joe Nussbaum,Elisa Bell,Alexa PenaVega,United States,10000000.0,10143022.0,Metro-Goldwyn-Mayer (MGM),89.0,0.0143022
The Grudge,PG-13,Horror,2004,"October 22, 2004 (United States)",5.9,140000.0,Takashi Shimizu,Stephen Susco,Sarah Michelle Gellar,United States,10000000.0,187281115.0,Columbia Pictures,91.0,17.7281115
Around the World in 80 Days,PG,Action,2004,"June 16, 2004 (United States)",5.9,87000.0,Frank Coraci,Jules Verne,Jackie Chan,United States,110000000.0,72178895.0,Walt Disney Pictures,120.0,-0.34382822727272727
Wimbledon,PG-13,Comedy,2004,"September 17, 2004 (United States)",6.3,61000.0,Richard Loncraine,Adam Brooks,Kirsten Dunst,United Kingdom,31000000.0,41682237.0,Universal Pictures,98.0,0.34458829032258065
The Adventures of Sharkboy and Lavagirl 3-D,PG,Action,2004,"June 10, 2005 (United States)",3.7,35000.0,Robert Rodriguez,Robert Rodriguez,Cayden Boyd,United States,50000000.0,71992655.0,Dimension Films,93.0,0.4398531
The Polar Express,G,Animation,2004,"November 10, 2004 (United States)",6.6,185000.0,Robert Zemeckis,Chris Van Allsburg,Tom Hanks,United States,165000000.0,314215454.0,Castle Rock Entertainment,100.0,0.9043360848484848
Without a Paddle,PG-13,Adventure,2004,"August 20, 2004 (United States)",5.9,45000.0,Steven Brill,Fred Wolf,Matthew Lillard,United States,19000000.0,73029190.0,Paramount Pictures,95.0,2.8436415789473686
Miracle,PG,Biography,2004,"February 6, 2004 (United States)",7.5,50000.0,Gavin O'Connor,Eric Guggenheim,Kurt Russell,Canada,28000000.0,64445708.0,Pop Pop Productions,135.0,1.3016324285714285
Mindhunters,R,Crime,2004,"May 13, 2005 (United States)",6.4,59000.0,Renny Harlin,Wayne Kramer,Val Kilmer,Netherlands,27000000.0,21148829.0,Dimension Films,106.0,-0.21671003703703703
The Prince and Me,PG,Comedy,2004,"April 2, 2004 (United States)",5.9,38000.0,Martha Coolidge,Mark Amin,Julia Stiles,United States,22000000.0,37666766.0,Lions Gate Films,111.0,0.7121257272727273
Taxi,PG-13,Action,2004,"October 6, 2004 (United States)",4.5,41000.0,Tim Story,Luc Besson,Queen Latifah,United States,25000000.0,71255003.0,Twentieth Century Fox,97.0,1.85020012
Wicker Park,PG-13,Drama,2004,"September 3, 2004 (United States)",7.0,53000.0,Paul McGuigan,Gilles Mimouni,Josh Hartnett,United States,30000000.0,21741598.0,Metro-Goldwyn-Mayer (MGM),114.0,-0.27528006666666666
Cellular,PG-13,Action,2004,"September 10, 2004 (United States)",6.5,95000.0,David R. Ellis,Larry Cohen,Kim Basinger,United States,25000000.0,57678321.0,New Line Cinema,94.0,1.30713284
Kinsey,R,Biography,2004,"January 7, 2005 (United States)",7.1,48000.0,Bill Condon,Bill Condon,Liam Neeson,United States,11000000.0,17050017.0,Fox Searchlight Pictures,118.0,0.5500015454545455
Anacondas: The Hunt for the Blood Orchid,PG-13,Action,2004,"August 27, 2004 (United States)",4.7,30000.0,Dwight H. Little,Hans Bauer,Morris Chestnut,United States,20000000.0,70992898.0,Screen Gems,97.0,2.5496449
Confessions of a Teenage Drama Queen,PG,Comedy,2004,"February 20, 2004 (United States)",4.7,28000.0,Sara Sugarman,Dyan Sheldon,Lindsay Lohan,Germany,15000000.0,33251890.0,Walt Disney Pictures,89.0,1.2167926666666666
Raising Helen,PG-13,Comedy,2004,"May 28, 2004 (United States)",6.0,36000.0,Garry Marshall,Patrick J. Clifton,Kate Hudson,United States,50000000.0,49718611.0,Touchstone Pictures,119.0,-0.00562778
Fat Albert,PG,Comedy,2004,"December 25, 2004 (United States)",4.3,12000.0,Joel Zwick,Bill Cosby,Kenan Thompson,United States,26000000.0,48551322.0,Twentieth Century Fox,93.0,0.8673585384615384
Sky Captain and the World of Tomorrow,PG,Action,2004,"September 17, 2004 (United States)",6.0,83000.0,Kerry Conran,Kerry Conran,Gwyneth Paltrow,United States,70000000.0,57947036.0,Paramount Pictures,106.0,-0.1721852
The Stepford Wives,PG-13,Comedy,2004,"June 11, 2004 (United States)",5.3,62000.0,Frank Oz,Ira Levin,Nicole Kidman,United States,90000000.0,103370127.0,Paramount Pictures,93.0,0.14855696666666668
Shall We Dance,PG-13,Comedy,2004,"October 15, 2004 (United States)",6.1,45000.0,Peter Chelsom,Masayuki Suô,Richard Gere,United States,50000000.0,170128460.0,Miramax,106.0,2.4025692
After the Sunset,PG-13,Action,2004,"November 12, 2004 (United States)",6.3,45000.0,Brett Ratner,Paul Zbyszewski,Pierce Brosnan,United States,60000000.0,62657868.0,New Line Cinema,97.0,0.0442978
A Very Long Engagement,R,Drama,2004,"January 14, 2005 (United States)",7.6,72000.0,Jean-Pierre Jeunet,Sébastien Japrisot,Audrey Tautou,France,56600000.0,69424389.0,2003 Productions,133.0,0.2265793109540636
The Forgotten,PG-13,Drama,2004,"September 24, 2004 (United States)",5.8,65000.0,Joseph Ruben,Gerald Di Pego,Julianne Moore,United States,42000000.0,117592831.0,Revolution Studios,91.0,1.7998293095238096
Flight of the Phoenix,PG-13,Action,2004,"December 17, 2004 (United States)",6.1,52000.0,John Moore,Lukas Heller,Dennis Quaid,United States,45000000.0,35021497.0,Twentieth Century Fox,113.0,-0.2217445111111111
Saved!,PG-13,Comedy,2004,"June 11, 2004 (United States)",6.7,45000.0,Brian Dannelly,Brian Dannelly,Jena Malone,United States,5000000.0,10275509.0,United Artists,92.0,1.0551018
Garfield,PG,Animation,2004,"June 11, 2004 (United States)",5.0,81000.0,Peter Hewitt,Jim Davis,Breckin Meyer,United States,50000000.0,203172417.0,Twentieth Century Fox,80.0,3.06344834
In Good Company,PG-13,Comedy,2004,"January 14, 2005 (United States)",6.4,54000.0,Paul Weitz,Paul Weitz,Dennis Quaid,United States,26000000.0,61315215.0,Universal Pictures,109.0,1.3582775
First Daughter,PG,Comedy,2004,"September 24, 2004 (United States)",5.1,21000.0,Forest Whitaker,Jessica Bendinger,Katie Holmes,United States,30000000.0,10592180.0,New Regency Productions,106.0,-0.6469273333333333
Jersey Girl,PG-13,Comedy,2004,"March 26, 2004 (United States)",6.2,64000.0,Kevin Smith,Kevin Smith,Ben Affleck,United States,35000000.0,35492921.0,Miramax,102.0,0.014083457142857143
The Alamo,PG-13,Drama,2004,"April 9, 2004 (United States)",6.0,20000.0,John Lee Hancock,Leslie Bohem,Dennis Quaid,United States,107000000.0,25819961.0,Touchstone Pictures,137.0,-0.758691953271028
Raise Your Voice,PG,Family,2004,"October 8, 2004 (United States)",5.9,27000.0,Sean McNamara,Mitch Rotter,Hilary Duff,United States,15000000.0,14867514.0,New Line Cinema,103.0,-0.0088324
Hidalgo,PG-13,Action,2004,"March 5, 2004 (United States)",6.7,79000.0,Joe Johnston,John Fusco,Viggo Mortensen,United States,100000000.0,108040622.0,Touchstone Pictures,136.0,0.08040622
Bridget Jones: The Edge of Reason,R,Comedy,2004,"November 19, 2004 (United States)",6.0,109000.0,Beeban Kidron,Helen Fielding,Renée Zellweger,United Kingdom,40000000.0,265126918.0,Universal Pictures,108.0,5.62817295
Mean Creek,R,Crime,2004,"September 29, 2004 (France)",7.2,31000.0,Jacob Estes,Jacob Estes,Rory Culkin,United States,500000.0,802948.0,Whitewater Films,90.0,0.605896
Dirty Dancing: Havana Nights,PG-13,Drama,2004,"February 27, 2004 (United States)",6.0,27000.0,Guy Ferland,Kate Gunzinger,Diego Luna,United States,25000000.0,27685016.0,Lions Gate Films,86.0,0.10740064
D.E.B.S.,PG-13,Action,2004,"March 25, 2005 (United States)",5.3,15000.0,Angela Robinson,Angela Robinson,Sara Foster,United States,3500000.0,97446.0,Screen Gems,91.0,-0.9721582857142858
Club Dread,R,Comedy,2004,"February 27, 2004 (United States)",5.7,29000.0,Jay Chandrasekhar,Jay Chandrasekhar,Jay Chandrasekhar,United States,8600000.0,7565807.0,Broken Lizard Industries,104.0,-0.120255
Bad Education,NC-17,Crime,2004,"February 11, 2005 (United States)",7.4,57000.0,Pedro Almodóvar,Pedro Almodóvar,Gael García Bernal,Spain,5000000.0,40423279.0,Canal+ España,106.0,7.0846558
Soul Plane,R,Comedy,2004,"May 28, 2004 (United States)",4.5,22000.0,Jessy Terrero,Bo Zenga,Dwayne Adway,United States,16000000.0,14821824.0,Metro-Goldwyn-Mayer (MGM),86.0,-0.073636
3-Iron,R,Crime,2004,"October 15, 2004 (South Korea)",8.0,52000.0,Kim Ki-duk,Kim Ki-duk,Seung-Yun Lee,South Korea,1000000.0,3403957.0,Kim Ki-Duk Film,88.0,2.403957
Thunderbirds,PG,Action,2004,"July 30, 2004 (United States)",4.3,13000.0,Jonathan Frakes,Gerry Anderson,Bill Paxton,United Kingdom,57000000.0,28283637.0,Working Title Films,95.0,-0.5037958421052632
New York Minute,PG,Comedy,2004,"May 7, 2004 (United States)",5.0,22000.0,Dennie Gordon,Emily Fox,Mary-Kate Olsen,United States,30000000.0,21289826.0,Warner Bros.,91.0,-0.29033913333333333
